text,Label,Language
bomo understandable abono khlaidi,code-mix,English-Kokborok
bomo nung easy matong,code-mix,English-Kokborok
bomo no nung kisa easy hai matong,code-mix,English-Kokborok
nini interest no swkang clear khaiwi nadi first,code-mix,English-Kokborok
nini interest borosa tell me,code-mix,English-Kokborok
nono suggest khaina pho sa nini interest seyawi how will i tell,code-mix,English-Kokborok
nono nini guide le tamo sa,code-mix,English-Kokborok
nini guide no sa first clear khlaidi,code-mix,English-Kokborok
ang coding part sa kaham khe mangya,code-mix,English-Kokborok
coding part le ang nono help khlainai,code-mix,English-Kokborok
nini tamo main research abono sa first clear khalaidi,code-mix,English-Kokborok
ang nobo explain khalidi,code-mix,English-Kokborok
abo khe sa i can work with your coding,code-mix,English-Kokborok
nini samung tamo nini guide tamo sa,code-mix,English-Kokborok
nini part le bomo nini friends rok tamo sa,code-mix,English-Kokborok
nini part le bomo ba,code-mix,English-Kokborok
nung tamo no research khlai,code-mix,English-Kokborok
nung research sa bujiya kho,code-mix,English-Kokborok
hingkha nung bahai khe complete khainai,code-mix,English-Kokborok
nung ba helpless se ble,code-mix,English-Kokborok
one night bai research khai maiya,code-mix,English-Kokborok
one day bai research ongmaiya,code-mix,English-Kokborok
one month bai research paiglak,code-mix,English-Kokborok
atleast three to four months nangnai painani,code-mix,English-Kokborok
literature reviews se swkang makhlai nai,code-mix,English-Kokborok
literature reviews se swkang clear khlaidi,code-mix,English-Kokborok
literature reviews no sa clear khlaina nango first,code-mix,English-Kokborok
tamo tamo research ongkha till date,code-mix,English-Kokborok
tamo tamo research ongkha in this particular topics,code-mix,English-Kokborok
tamo tamo research khaijak kha till recent,code-mix,English-Kokborok
recent tamo no toiwi research khlaijak kha,code-mix,English-Kokborok
see first recent tamo khai kha,code-mix,English-Kokborok
see first tamo no toiwi research khaijak kha,code-mix,English-Kokborok
nini thinking tamo,code-mix,English-Kokborok
nini proposed tamo ong nai,code-mix,English-Kokborok
nini final suggestion tamo ongnai,code-mix,English-Kokborok
nini final output tamo ongnai,code-mix,English-Kokborok
nini effort tamo ongnai in this field,code-mix,English-Kokborok
nini field tamo no main indicated khlai,code-mix,English-Kokborok
nini field tamo no tewoi sa,code-mix,English-Kokborok
nini future scope tamo,code-mix,English-Kokborok
nini total error tamo,code-mix,English-Kokborok
nini challenges tamo,code-mix,English-Kokborok
nung tamo challenges face khlai kha,code-mix,English-Kokborok
nung tamo motivation mangkha,code-mix,English-Kokborok
nung tamo motivate khlaina muchung,code-mix,English-Kokborok
nung tamo motivation rena muchung nini scholars rokno,code-mix,English-Kokborok
nung tamo challenge,code-mix,English-Kokborok
nung tamo challenges take up khlai kha,code-mix,English-Kokborok
nung tamo no declare khlaina muchung,code-mix,English-Kokborok
candidates da declare ongkha,code-mix,English-Kokborok
research scholars rok busuk suffer khaiwi tong nung sawoi da mang,code-mix,English-Kokborok
nung bo waisa waisu le try khlaidi,code-mix,English-Kokborok
asuk bano depend ta khaidi,code-mix,English-Kokborok
sometime try khlaidi yourself,code-mix,English-Kokborok
nung try khaiya khe later you may face problem,code-mix,English-Kokborok
silly things mistake ongkhe no nung tai mang glak,code-mix,English-Kokborok
time matters khlai o,code-mix,English-Kokborok
nini topics tamo sa ang bugikha,code-mix,English-Kokborok
nini research paper tong kha advantage tongo,code-mix,English-Kokborok
atleast three research paper nango ang,code-mix,English-Kokborok
minimum three le nango,code-mix,English-Kokborok
nini source le datong ba,code-mix,English-Kokborok
nini income source le busuk ba,code-mix,English-Kokborok
nini income le busuk tong,code-mix,English-Kokborok
nini monthly income le busuk ba,code-mix,English-Kokborok
tough time ongwi tongo tabuk joto ni,code-mix,English-Kokborok
tough time phaiwi tongo chini,code-mix,English-Kokborok
kisa advance think khaina nangnai,code-mix,English-Kokborok
nini under o research scholars busuk tong,code-mix,English-Kokborok
bini under o research scholars busuk tong,code-mix,English-Kokborok
chung total three tongo,code-mix,English-Kokborok
bini under o research da khlaiwi mangno,code-mix,English-Kokborok
bini under o research khalina hingkhe tamo mankhainai,code-mix,English-Kokborok
bono mail khlaidi tell him that you want to do research under him,code-mix,English-Kokborok
mail khalai kha till now no any reply,code-mix,English-Kokborok
mail khalai kha hope she will reply,code-mix,English-Kokborok
this coming december season o le ang makhlai senai,code-mix,English-Kokborok
this season belai  khano kwchang khe,code-mix,English-Kokborok
jotoda payment khlai paikha,code-mix,English-Kokborok
mam eight o paikhe ong glak da,code-mix,English-Kokborok
ok eight o phailai di,code-mix,English-Kokborok
mam chung tai miss ongya,code-mix,English-Kokborok
mam chung no kisa help khlai gadi,code-mix,English-Kokborok
mam chini group rok jotono para o,code-mix,English-Kokborok
mam tamo nib o tini khaiya pho,code-mix,English-Kokborok
mam busy pho tini,code-mix,English-Kokborok
mam bai sa kok masalainai tini what to do,code-mix,English-Kokborok
nini sing mam ni number de tong,code-mix,English-Kokborok
tamo khlainai mam ni number bai,code-mix,English-Kokborok
so sorry mam tini bo phaimangliya,code-mix,English-Kokborok
ani friend bo rungya,code-mix,English-Kokborok
ani friend  nibo idea koroi,code-mix,English-Kokborok
nini friend no songwi naidi kisa,code-mix,English-Kokborok
ang friend khlaiya i am not interested,code-mix,English-Kokborok
brother nung ani bagui pray khlai tong na ble,code-mix,English-Kokborok
brother tamo news tong ani,code-mix,English-Kokborok
brother nung ang no hamjak na ble,code-mix,English-Kokborok
mom nung angno hamjak na ble,code-mix,English-Kokborok
papa nung ani bagui tamo tamo toibenai sadi please,code-mix,English-Kokborok
tamo no toibenai i have no money,code-mix,English-Kokborok
yaphango kaitor nokharok tei hayungno snam kha this is the first step,code-mix,English-Kokborok
let it be as kaitorni muchung ti,code-mix,English-Kokborok
khristo-o kwtal tongmung that is what we need,code-mix,English-Kokborok
khristoni tongmung tei bini samung rok chung nokgo in the bible,code-mix,English-Kokborok
sakno songchana khlai di as told in bible,code-mix,English-Kokborok
bible o tai tamo sajak we know,code-mix,English-Kokborok
bible ongkha chini mirror,code-mix,English-Kokborok
bible study khlaikhe chung sawoi mangno what is our wrong and right,code-mix,English-Kokborok
kaitor chung no sao be a good person in life,code-mix,English-Kokborok
hamon para latest news la tamo,code-mix,English-Kokborok
hamon nung pa para o da when are you coming agartala,code-mix,English-Kokborok
hamon nung para o bufuru thangnai informed me,code-mix,English-Kokborok
tini anyone going to village,code-mix,English-Kokborok
hamon saroi o ang no call khai gadi do,code-mix,English-Kokborok
among bai kisa kok sana tongo evening o,code-mix,English-Kokborok
among ni health le bahai tong,code-mix,English-Kokborok
o hamon tma khai dongmi are you there,code-mix,English-Kokborok
pa car paikha hingwi proud ta ongdi,code-mix,English-Kokborok
pa nini car ba naitok sokha ble,code-mix,English-Kokborok
busuk prise marikha nini car,code-mix,English-Kokborok
daily spend khlaijak o,code-mix,English-Kokborok
daily no spend khlaidi do,code-mix,English-Kokborok
daily spend klaina nangna do,code-mix,English-Kokborok
daily bo chana nagya do,code-mix,English-Kokborok
daily bo meat mang chana nangya do,code-mix,English-Kokborok
daily bo paina nangya do,code-mix,English-Kokborok
daily up down khlaiwi tongo,code-mix,English-Kokborok
daily up down bahai khe khaiwi tong nung,code-mix,English-Kokborok
daily up down khaimani lumkha ta,code-mix,English-Kokborok
daily spend khaimani bo chaya,code-mix,English-Kokborok
daily spend khlaikhe what will you eat at the end of the month,code-mix,English-Kokborok
daily spend khlaikhe what will you do at the end,code-mix,English-Kokborok
please daily spend ta khlaidi,code-mix,English-Kokborok
omo kisa bai try to manage it,code-mix,English-Kokborok
what is my wrong nwng omo hai behave ta khlaidi,code-mix,English-Kokborok
o my god tamo ongkha sa,code-mix,English-Kokborok
o my god bufuru ongkha sa omo hai,code-mix,English-Kokborok
o my god tabuk tamo khailainai,code-mix,English-Kokborok
o my god tai ongliya omo,code-mix,English-Kokborok
o my god tai chaliya omo le,code-mix,English-Kokborok
first problems solve khlaiwi pairidi,code-mix,English-Kokborok
first problems chapters no paired,code-mix,English-Kokborok
problems no paiwi rekha notes ulo rewoi mangno,code-mix,English-Kokborok
o my god tini le ongliya,code-mix,English-Kokborok
o my god tini le chalai liya,code-mix,English-Kokborok
o my god tini le thang maliya,code-mix,English-Kokborok
o my god tini le cross khaimang liya,code-mix,English-Kokborok
o my god watoi bangsuk kha tini,code-mix,English-Kokborok
o my god tini le nokbar bangsuk kha,code-mix,English-Kokborok
o my god tini ni earthquake le belaino bangkha,code-mix,English-Kokborok
o my god tai bufuru ongsinai sa,code-mix,English-Kokborok
ang nwng bai competition khaiwi kono profit korwi,code-mix,English-Kokborok
ani life bo asok jora,code-mix,English-Kokborok
no dream no future ang kono sa sawi mang glak,code-mix,English-Kokborok
madam ba jotono mangta,code-mix,English-Kokborok
nwng ba jotono khlaimang ta expert sa hingkhe,code-mix,English-Kokborok
nini future nwng no senai tamo ongnai,code-mix,English-Kokborok
nini future nwng no set khlaidi,code-mix,English-Kokborok
joto ni no future tongo,code-mix,English-Kokborok
future plan jotoni no tongo,code-mix,English-Kokborok
ani future ni plan kwroi,code-mix,English-Kokborok
ang ama baba ni rang bai sa enjoy khlainai,code-mix,English-Kokborok
ang ama bada ni rang bai sa no enjoy khlaiwi tongsenai,code-mix,English-Kokborok
ani ama tongo angno help khlainai,code-mix,English-Kokborok
ang no help khlainai ani baba tongo,code-mix,English-Kokborok
ang no help khlainai ani mama tongo,code-mix,English-Kokborok
ang no help khainai ani brother tongo,code-mix,English-Kokborok
ang no help khainai ani big sister tongo,code-mix,English-Kokborok
ang no help khainai ani uncle tongo,code-mix,English-Kokborok
ang no help khainai ani aunty tongo,code-mix,English-Kokborok
ang wanaya ani uncle tongo,code-mix,English-Kokborok
ang wanaya ani sister tongo,code-mix,English-Kokborok
ang keriya nono ani brother tongo,code-mix,English-Kokborok
ang keriya nono ani own sister tongo,code-mix,English-Kokborok
ang tamoni nono keriwi tong nai who are you,code-mix,English-Kokborok
ang don sa nwng sawoi mangya da,code-mix,English-Kokborok
ang local don sa be careful with me,code-mix,English-Kokborok
ang chini local ni don sa,code-mix,English-Kokborok
ang chini local ni don no seni o,code-mix,English-Kokborok
bo sa chini local don pho,code-mix,English-Kokborok
kisa nini body naigrale local don,code-mix,English-Kokborok
kisa nini body size naigrale  local boss,code-mix,English-Kokborok
nwng da boss my foot,code-mix,English-Kokborok
nwng da local boss orokni,code-mix,English-Kokborok
nwng tamo wansok about yourself,code-mix,English-Kokborok
nwng tamo chong you are the boss,code-mix,English-Kokborok
nwng tamo chong you are hero,code-mix,English-Kokborok
nwng tamo chong you are superman,code-mix,English-Kokborok
nwng tamo chong you are don,code-mix,English-Kokborok
nwng tamo chong you are local boss,code-mix,English-Kokborok
nwng tamo chong you are the king,code-mix,English-Kokborok
nwng tamo chong you can do anything,code-mix,English-Kokborok
nwng local boss hingkha angbo local don,code-mix,English-Kokborok
nwng local hero hingkha angbo local don,code-mix,English-Kokborok
nwng local don hingkha angbo local boss,code-mix,English-Kokborok
nwng tamo khainai i will also see,code-mix,English-Kokborok
nono tamo khai you will know every soon,code-mix,English-Kokborok
nwng local don hingwi pickup ta ongdi ani buswkang o,code-mix,English-Kokborok
ang sa local ni boss joto sawoi mangno,code-mix,English-Kokborok
ang sa nini boss remember,code-mix,English-Kokborok
tini pakistan bai india ni cricket match tongo,code-mix,English-Kokborok
tini ni match sabo phainai any one idea,code-mix,English-Kokborok
tini ni match belaino naitok nai,code-mix,English-Kokborok
tini match o sabo phainai we cannot say anything,code-mix,English-Kokborok
tini ni final match sabo bai sabo,code-mix,English-Kokborok
tini ni match bo time o,code-mix,English-Kokborok
tini ni match bo country o tongnai,code-mix,English-Kokborok
india ni batchman rok tini tam obo ongno,code-mix,English-Kokborok
india ni match kebo sasowi mangya anything can happen,code-mix,English-Kokborok
cricket ba single man ni game sa,code-mix,English-Kokborok
cricket ba single person chawi thangkhe jotono ok,code-mix,English-Kokborok
partnership boro busuk khaikha,code-mix,English-Kokborok
total partnership busuk run khlai kha borok,code-mix,English-Kokborok
tini ni match kaham no thongkha india rok,code-mix,English-Kokborok
tini  ni match hai tongkhe i hope india will win the final,code-mix,English-Kokborok
tini  ni match hai tongkha no one can defeate,code-mix,English-Kokborok
tini ni match hai borok tongkhe i hope next game bo painai,code-mix,English-Kokborok
next game le sabo bai khlai kha india,code-mix,English-Kokborok
india ni last few years performance hamya,code-mix,English-Kokborok
few blowers rok bo change khaina nangwi tongkha,code-mix,English-Kokborok
few batchman rok bo change khaina nang kha,code-mix,English-Kokborok
few players rok no bo change khlaina nangkha,code-mix,English-Kokborok
batchman side kisa weak tong kho chini team,code-mix,English-Kokborok
bowling side bo kisa weak no tong kho,code-mix,English-Kokborok
kisa bowling side bai check maklahinai,code-mix,English-Kokborok
kisa bowling side bai kisa strong makhainai tini,code-mix,English-Kokborok
bowling rok kisa strong khaidi tini,code-mix,English-Kokborok
match tini tough tongo both side,code-mix,English-Kokborok
both side no kaham tongkha tini,code-mix,English-Kokborok
both side ni game tini naithok kha,code-mix,English-Kokborok
kisa ni bagui tini paiglak khamo,code-mix,English-Kokborok
bowling rok chaliya tini asuk,code-mix,English-Kokborok
chini bowling kaham koroi,code-mix,English-Kokborok
chini bowling side asuk kaham khaimainai koroi,code-mix,English-Kokborok
chini tamo weak tong kisa think makhlainai,code-mix,English-Kokborok
chini weak point no borok nainai,code-mix,English-Kokborok
chini weak point no borokno ta seridi,code-mix,English-Kokborok
kisa ba kisa backup o matongnai,code-mix,English-Kokborok
sabo backup khlainai tini,code-mix,English-Kokborok
ang backup khlai gano tini,code-mix,English-Kokborok
ang backup khlai mang glak tini,code-mix,English-Kokborok
i am not confidence ang khaiwi da mangno na mangya,code-mix,English-Kokborok
ang khlai mang glak na i am really confused,code-mix,English-Kokborok
chini team rok kisa kaham khe thungdi tini,code-mix,English-Kokborok
bufuru le semi final ongnai,code-mix,English-Kokborok
bufuru le final match ong nai,code-mix,English-Kokborok
pakistan bai match ongkhe sa interest,code-mix,English-Kokborok
pakistan rok bo team kaham no,code-mix,English-Kokborok
england rokbo team kaham no,code-mix,English-Kokborok
newzeland rok bo team kaham no,code-mix,English-Kokborok
west indies rok bo team kaham no,code-mix,English-Kokborok
australia rok bo team strong no,code-mix,English-Kokborok
india maximum australia rok bai chamo,code-mix,English-Kokborok
doni ni captain ship belai no kaham,code-mix,English-Kokborok
beni captainship belai no kaham ongo,code-mix,English-Kokborok
tini ni match anyone can win,code-mix,English-Kokborok
bangladesh ni team rok bo tabuk le improve ongkha,code-mix,English-Kokborok
bangladesh rok sa india no chamwi rekha,code-mix,English-Kokborok
bangladesh rok sa australia rok no chamwi rekha,code-mix,English-Kokborok
ani favourite game khe football,code-mix,English-Kokborok
ani favourite game khe cricket sa,code-mix,English-Kokborok
ang football simisa thongo,code-mix,English-Kokborok
this time cricket world cup boro ongnai,code-mix,English-Kokborok
this time football worldcup boro ongnai sa,code-mix,English-Kokborok
this time cricket worldcup india mang gano,code-mix,English-Kokborok
try khlainai ang yaka ya,code-mix,English-Kokborok
try khlaidi ta yakardi,code-mix,English-Kokborok
match fixing sa ongkha na tini,code-mix,English-Kokborok
match fixing khlaijak from the beginning,code-mix,English-Kokborok
match fixing khaijak kha i hope,code-mix,English-Kokborok
i think umpire rang chakha na,code-mix,English-Kokborok
i think some batchman rok rang chakha na,code-mix,English-Kokborok
sure omo le match fixing no,code-mix,English-Kokborok
sure boro phaiwoi this game its match fixing,code-mix,English-Kokborok
match fixing khainmani chaya,code-mix,English-Kokborok
fare game thongkha chakha mung,code-mix,English-Kokborok
tai bo nai thok kha mung match fixing ongya khe,code-mix,English-Kokborok
tai bo interest ongkha mung match fixing ongya khe,code-mix,English-Kokborok
tamo ni match fixing khlai laikha jani,code-mix,English-Kokborok
umpire bo chajak rang sure,code-mix,English-Kokborok
out ongya nosa  out ongo hingwi sao,code-mix,English-Kokborok
umpire bujak nai do nwng kaham khe tongdi,code-mix,English-Kokborok
umpire boro sa bo hopeless,code-mix,English-Kokborok
umpire boro  ni najak kha sa,code-mix,English-Kokborok
umpire kaham khe naiya,code-mix,English-Kokborok
umpire rok kaham khe naidi please,code-mix,English-Kokborok
wrong decision ta khlaidi,code-mix,English-Kokborok
umpire rok no guse rejak,code-mix,English-Kokborok
chung match fixing khlaiya ble,code-mix,English-Kokborok
tamo ni match fixing khainai sa we will play fare games,code-mix,English-Kokborok
maximum team no kaham khe thongkha,code-mix,English-Kokborok
maximum team no performance kaham khe khlaikha,code-mix,English-Kokborok
no one is bad jotono kaham khe thongkha,code-mix,English-Kokborok
no one is bad jotoni no games naithok kha,code-mix,English-Kokborok
everyday le kaham ong glak,code-mix,English-Kokborok
everyday kaham ong mangya,code-mix,English-Kokborok
prayer everyday narok di,code-mix,English-Kokborok
prayer no everyday khlaidi,code-mix,English-Kokborok
prayer no ta yakardi,code-mix,English-Kokborok
narkardi angno i hope i will not come,code-mix,English-Kokborok
friendly match tongnai tini,code-mix,English-Kokborok
friendly match ongnai tini evening o,code-mix,English-Kokborok
friendly match thonglai kha chanai,code-mix,English-Kokborok
just friendly match thonglai nai khwna,code-mix,English-Kokborok
ang stricker o thongnai do,code-mix,English-Kokborok
ang midfield o thongnai,code-mix,English-Kokborok
ang goalkeeper tongnai do,code-mix,English-Kokborok
ang khe boro thongnai sa which place,code-mix,English-Kokborok
nwng defence da thongna rung,code-mix,English-Kokborok
nwng defence o thongsi di do,code-mix,English-Kokborok
chini players sa kaliya ble we need more,code-mix,English-Kokborok
chini players sortage ong tongkha ble,code-mix,English-Kokborok
chung no defence o tongsidi,code-mix,English-Kokborok
forward le ang mang glak,code-mix,English-Kokborok
gari drive khlaina rungya ang can you please teach me,code-mix,English-Kokborok
car drive khainani sa rungya kho ang,code-mix,English-Kokborok
car drive khainani kisa ang no phonwng di,code-mix,English-Kokborok
ang keri o car drive khaina ni,code-mix,English-Kokborok
nung kaham khe drive khlaina ble,code-mix,English-Kokborok
nung kaham khe da drive khai,code-mix,English-Kokborok
drive khlainani ani passion ong thangkha,code-mix,English-Kokborok
drive khainani ani passion,code-mix,English-Kokborok
driving is my passion ang belai khe no chajak o,code-mix,English-Kokborok
dancing is my passion ang belai no chajak o,code-mix,English-Kokborok
singing is my passion ang gan rwchapna mang muchung o,code-mix,English-Kokborok
gan rwchap mung tongo he is really good in singing,code-mix,English-Kokborok
beni khorang belai no khnathok o super,code-mix,English-Kokborok
i like her khorang very much,code-mix,English-Kokborok
khorang belai no kaham really good,code-mix,English-Kokborok
khorang belai no kwchang i really love it,code-mix,English-Kokborok
khorang khlaidi i cannot hear you,code-mix,English-Kokborok
khorang belai khe chekon i cannot hear you,code-mix,English-Kokborok
nini khorang sa khana please kisa kotor khe sadi,code-mix,English-Kokborok
nini khorang belai no low please speak louder,code-mix,English-Kokborok
nini khorang ba khnasa khnajak y able please speak louder,code-mix,English-Kokborok
nini khorang tamo ongkha i can heardly hear it,code-mix,English-Kokborok
nini khorang change ongwi thangkha,code-mix,English-Kokborok
nini khorang completely change,code-mix,English-Kokborok
nini khorang nini hai ongliya ble totally change,code-mix,English-Kokborok
hambai sir for your kind help,code-mix,English-Kokborok
nwng bo shekla ongruk nini khorang bo change ongruk,code-mix,English-Kokborok
nini khorang completely change,code-mix,English-Kokborok
kokborok bai hosting sa khaijak liya,code-mix,English-Kokborok
hosting atleast kokborok bai khaina nang o,code-mix,English-Kokborok
kokborok bai hosting khaijak ble,code-mix,English-Kokborok
joto borok  row bujiya tongo so we need to announce with local language,code-mix,English-Kokborok
joto borok row english fimiler ong ya,code-mix,English-Kokborok
atleast two host le tongna nang o,code-mix,English-Kokborok
program ni hosting sabo beni bumung tamo,code-mix,English-Kokborok
program sabo host khlainai tini,code-mix,English-Kokborok
host khlainai sa sophaiya kho ble,code-mix,English-Kokborok
norok program start khainai da khaiya,code-mix,English-Kokborok
norok program start khlaiya da,code-mix,English-Kokborok
sabo no naisingwi tong start the program,code-mix,English-Kokborok
ani cherai spiderman no chajak sok o,code-mix,English-Kokborok
ani cherai spiderman ongna muchung jak o,code-mix,English-Kokborok
ani cherai superman bo ongna muchung jak o,code-mix,English-Kokborok
ani cherai spiderman sa ongsena pho,code-mix,English-Kokborok
ani cherai buma bai mung he never stay with others,code-mix,English-Kokborok
very informative of our historical pride belai khe hambai takhuk nono,code-mix,English-Kokborok
insult ta khlaidi bono,code-mix,English-Kokborok
insult khaijak maiya bono,code-mix,English-Kokborok
insult khlaimani chaya,code-mix,English-Kokborok
norok bono tamoni bagwi insult khai,code-mix,English-Kokborok
norok tamoni bowya bono insult khlai,code-mix,English-Kokborok
bono insult khlaiya nwng tamo mang,code-mix,English-Kokborok
bono insult khaiwi tamo profit tong,code-mix,English-Kokborok
what is your profit bono insult khlaiwi,code-mix,English-Kokborok
insult kabono haino ta khlaidi,code-mix,English-Kokborok
insulting someone with any reason belai no chaya khlai o,code-mix,English-Kokborok
bo ang no insult kaisok kha beni buswkang o,code-mix,English-Kokborok
ang insult ongsuk kha beni buswkang o,code-mix,English-Kokborok
ang insult khlaijak kha ani friend ni buswkang o,code-mix,English-Kokborok
ang no insult khlailai o borok,code-mix,English-Kokborok
ang no bahai insult khlaiwi mangno borok try khai tongo,code-mix,English-Kokborok
tamo ni insult khlai bono what is your problem,code-mix,English-Kokborok
beni bwkha tongtok jak o ang no insult khlaimang khe,code-mix,English-Kokborok
bini bwkha hamya he used to insult others,code-mix,English-Kokborok
bini bwkha chaya he is very stingy,code-mix,English-Kokborok
bini mind complicated sa tamo khaino no one can say,code-mix,English-Kokborok
nwng ba insult khainani expect sa,code-mix,English-Kokborok
insult hingmani tamo no hing,code-mix,English-Kokborok
combined defence service rwna muchung nai rok rwmano,code-mix,English-Kokborok
jobless hingmani tamo no hing sadi,code-mix,English-Kokborok
nwng ba jobless sa ble no used,code-mix,English-Kokborok
nwng bai kaijak kha ba ang ba great lost ongkha mung,code-mix,English-Kokborok
nwng bai kaijak chakha ang otherwise i could have face this,code-mix,English-Kokborok
nwng bai kaijak hingmani i think i have to cancel,code-mix,English-Kokborok
nini boyfriend ba ani friend sa ble,code-mix,English-Kokborok
nini girlfriend ba ani best friend sa ble,code-mix,English-Kokborok
author le sabo ba,code-mix,English-Kokborok
abo book ni author sabo tamo bumung,code-mix,English-Kokborok
abo book ni author sa ham o,code-mix,English-Kokborok
abo book ni author sa ang painai,code-mix,English-Kokborok
abo book ni author bono mang,code-mix,English-Kokborok
abo books boro ni pai nwng,code-mix,English-Kokborok
abo books boro ni paikha,code-mix,English-Kokborok
abo books ni author ang ba naitokwi sa mangy able,code-mix,English-Kokborok
bo book shop ni nwng pai,code-mix,English-Kokborok
cherai sikla rokni life spoil khlaibaikha,code-mix,English-Kokborok
chini cherai rokno spoil khlaina kha borok,code-mix,English-Kokborok
chini cherai rok ni life spoil ongnaikha,code-mix,English-Kokborok
generation ni cherai rok spoil ongnaikha,code-mix,English-Kokborok
tabuk simi chung setup kaham khe khlaiya khe generation rok spoil ongpainai,code-mix,English-Kokborok
chini cherai rok sa generation ni future,code-mix,English-Kokborok
chini cherai rok no kaham khe class makhlai lainai chung,code-mix,English-Kokborok
bini books jotono ang chajak o,code-mix,English-Kokborok
ani best writer sa bo i love him,code-mix,English-Kokborok
bini writing angno belai no inspire rekha,code-mix,English-Kokborok
bini stories rok belai no inspiring,code-mix,English-Kokborok
bini thought rok belai no kaham,code-mix,English-Kokborok
bini writing skill bo belai no kaham,code-mix,English-Kokborok
one of my best author sa bo,code-mix,English-Kokborok
kubung mani besingo he is my best authors,code-mix,English-Kokborok
kubung mani authors ni besingo i like him the most,code-mix,English-Kokborok
kubung ma authors tongo,code-mix,English-Kokborok
bo authors le nwng naiba,code-mix,English-Kokborok
authors ni bumung sa powi thang kha,code-mix,English-Kokborok
authors ni bwmung moitosa mangliya,code-mix,English-Kokborok
bo author ni bwmung sa,code-mix,English-Kokborok
tamo authors sa kha mung,code-mix,English-Kokborok
tamo no nwng reference khlaisa,code-mix,English-Kokborok
refrences rok marina do at the end,code-mix,English-Kokborok
bo refrences rok nwng follow khlaikha,code-mix,English-Kokborok
sir aro thaisa missed ongkha,code-mix,English-Kokborok
nwng picture missed khlai kha,code-mix,English-Kokborok
boro jaga o missed ongkha ang,code-mix,English-Kokborok
picture shote missed khlai khe nwng,code-mix,English-Kokborok
next time missed ta khlai di do,code-mix,English-Kokborok
ani reference nawi thangdi he will know,code-mix,English-Kokborok
reference reyakha mathang glak,code-mix,English-Kokborok
performed khlaimani nwng missed khlai kha,code-mix,English-Kokborok
momento remani da sa nwng,code-mix,English-Kokborok
tamo no missed khlai sadi,code-mix,English-Kokborok
ang class missed khlaiya ble,code-mix,English-Kokborok
tamo no missed khlaikhe hingwi sa,code-mix,English-Kokborok
ang nini point no sa clear ya kho,code-mix,English-Kokborok
ang nini point no sa clear ongya kho,code-mix,English-Kokborok
tamo ni point no nwng sa,code-mix,English-Kokborok
tamo ni point no nwng clear khlaina muchung ba,code-mix,English-Kokborok
tamo ni point no nwng sana muchung sadi,code-mix,English-Kokborok
nini point no highlight khlai di,code-mix,English-Kokborok
aboni ulo kokborok rwchabmung abo jhumla khaijak kha ta we know it,code-mix,English-Kokborok
momento rejak y able,code-mix,English-Kokborok
momento relai khe chakha mung,code-mix,English-Kokborok
momento ni prise busuk ba,code-mix,English-Kokborok
momento ni prise kisa confirmed khlai di tini ni bising o,code-mix,English-Kokborok
momento boro sunamni sa,code-mix,English-Kokborok
chini duluma area committee ni programme ni banner,code-mix,English-Kokborok
programme sheet rok waiha pho spelling thik ongya always mistake,code-mix,English-Kokborok
freshers rokno tamo momento renai,code-mix,English-Kokborok
freshers rok busuk total tong,code-mix,English-Kokborok
all freshers no  momento renani belai no cost ongnai ble,code-mix,English-Kokborok
all fresher rokno momento renani mang glak na,code-mix,English-Kokborok
chini budget rok koroi ble college busuk bo renai jani,code-mix,English-Kokborok
all is not possible chung mang glak,code-mix,English-Kokborok
too cost chung khaimang glak na,code-mix,English-Kokborok
just pen bai notepad rekha no ongano i hope,code-mix,English-Kokborok
renani to muchung o but chini budget belaino kom,code-mix,English-Kokborok
chini yakni tast khlaiwi naigradi ta once,code-mix,English-Kokborok
momoes and more restaurant sa blenai no kaham,code-mix,English-Kokborok
momoes and more restaurant o sa chalaikhe chanai,code-mix,English-Kokborok
momoes and more o sa charenai ang tini,code-mix,English-Kokborok
tini momoes and more o sa mathang lainai kisa,code-mix,English-Kokborok
ani best restaurant khe momoes and more sa,code-mix,English-Kokborok
restaurant chamang rang paikha ani,code-mix,English-Kokborok
restaurant tai chaliya ang useless,code-mix,English-Kokborok
this time chini freshers rok belai no obedient,code-mix,English-Kokborok
this time chini freshers rok belai no humble,code-mix,English-Kokborok
this time chini freshers rok belai no student kaham,code-mix,English-Kokborok
this time chini freshers rok belai no kok khna o,code-mix,English-Kokborok
chini freshers rok no lamsok o,code-mix,English-Kokborok
chini takhu tai bwkhu songno welcome khlai o,code-mix,English-Kokborok
ang belai no chajak kha chini freshers rokno,code-mix,English-Kokborok
this time la tamo khlai lainai any idea please,code-mix,English-Kokborok
chung tamono khlainai tabuk do you have any plan of it,code-mix,English-Kokborok
chung tamoni upset onglai tong that is her wish let her go,code-mix,English-Kokborok
chung tamoni bagui upset onglai tong she will know later,code-mix,English-Kokborok
bo no decision khaikha let her suffer herself,code-mix,English-Kokborok
bono decision khaikha ba let him do himself,code-mix,English-Kokborok
bini decision bini no right,code-mix,English-Kokborok
bini no problem ang tamo khlainai tabuk,code-mix,English-Kokborok
bini nino abo i know that,code-mix,English-Kokborok
bini yak nino i saw,code-mix,English-Kokborok
nini nokni mango toibedi do kisa,code-mix,English-Kokborok
nini manoi chini nok o sa from last week,code-mix,English-Kokborok
kisa collect khaiwi nagadi from her place,code-mix,English-Kokborok
someone call me sabo jani may be wrong number,code-mix,English-Kokborok
